.id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	Significant	Direction
CD4_T_helper	0.0351583847818569	-0.118550839474434	0.202	0.269	1	Ppp6r3	NO	NS
CD4_T_helper	0.0352123558378546	-0.158597924910513	0.396	0.468	1	Scaf11	NO	NS
CD4_T_helper	0.0352312595304094	-0.219172707124718	0.102	0.153	1	Rgcc	NO	NS
CD4_T_helper	0.0352796831027333	-0.110084449325999	0.316	0.394	1	Tmod3	NO	NS
CD4_T_helper	0.0355099460005694	-0.215992989317455	0.136	0.186	1	Arl5c	NO	NS
CD4_T_helper	0.0355899756372308	-0.111604127726003	0.172	0.231	1	Atg5	NO	NS
CD4_T_helper	0.0355917913488874	-0.135147198407937	0.385	0.462	1	Alkbh5	NO	NS
CD4_T_helper	0.0356037564835595	-0.323822384010467	0.385	0.447	1	Rbpj	NO	NS
CD4_T_helper	0.0357227964289245	-0.120463238915824	0.158	0.212	1	Hpcal1	NO	NS
CD4_T_helper	0.0357911035776883	-0.157698723989847	0.307	0.388	1	Casp4	NO	NS
CD4_T_helper	0.0358040690171597	-0.144310465820241	0.186	0.244	1	Rab35	NO	NS
CD4_T_helper	0.03586521865429	-0.162066310160279	0.393	0.464	1	Kdm5a	NO	NS
CD4_T_helper	0.0360169574457798	-0.179688136885655	0.183	0.244	1	Arhgap25	NO	NS
CD4_T_helper	0.0361513611255913	-0.15719287947221	0.837	0.86	1	Cytip	NO	NS
CD4_T_helper	0.0361834491718467	-0.109670124727097	0.474	0.581	1	Lcp2	NO	NS
CD4_T_helper	0.0362106572156692	-0.17850395786629	0.335	0.409	1	Ik	NO	NS
CD4_T_helper	0.0362240275845361	0.161796785662681	0.629	0.549	1	Ctla2a	NO	NS
CD4_T_helper	0.0363995956035972	-0.198417345269192	0.114	0.161	1	Lrig1	NO	NS
CD4_T_helper	0.0364898286970202	-0.137686041402049	0.479	0.551	1	Lnpep	NO	NS
CD4_T_helper	0.0367097462392192	0.135402055597836	0.726	0.71	1	Atp5c1	NO	NS
CD4_T_helper	0.0369060880778895	-0.176838513026928	0.302	0.367	1	Rasa2	NO	NS
CD4_T_helper	0.0370598689200443	-0.146144591200568	0.28	0.354	1	Epc1	NO	NS
CD4_T_helper	0.0370665603471662	-0.180401449846096	0.089	0.133	1	Pou2f2	NO	NS
CD4_T_helper	0.037123328538239	-0.15761646249246	0.241	0.314	1	Eif1a	NO	NS
CD4_T_helper	0.0371319091743699	-0.115295006998198	0.346	0.434	1	Cntrl	NO	NS
CD4_T_helper	0.0372549312171341	-0.167716930242611	0.407	0.496	1	Tecpr1	NO	NS
CD4_T_helper	0.0373069802237072	-0.151947599903713	0.651	0.727	1	Prdx6	NO	NS
CD4_T_helper	0.0373073105196928	-0.123278066681856	0.139	0.193	1	Gle1	NO	NS
CD4_T_helper	0.0373635038434639	-0.189927101524557	0.618	0.703	1	Mier1	NO	NS
CD4_T_helper	0.0373884349947024	0.234032970039073	0.38	0.328	1	Klhl6	NO	NS
CD4_T_helper	0.0374095596053823	-0.126982891778305	0.166	0.227	1	Gnl1	NO	NS
CD4_T_helper	0.0374317997385203	-0.183382682096767	0.227	0.292	1	Trim30a	NO	NS
CD4_T_helper	0.0375251327980715	-0.317452212919591	0.332	0.396	1	Samd9l	NO	NS
CD4_T_helper	0.037587007709187	-0.120827927507086	0.421	0.502	1	Cab39	NO	NS
CD4_T_helper	0.0377315254399592	-0.125057240008909	0.127	0.18	1	Arhgap4	NO	NS
CD4_T_helper	0.0377623924469493	-0.107815758007606	0.066	0.108	1	Socs5	NO	NS
CD4_T_helper	0.0377900173653849	-0.135791336283537	0.147	0.203	1	Fbxl14	NO	NS
CD4_T_helper	0.0378060439047201	-0.126193614536684	0.114	0.163	1	Rnmt	NO	NS
CD4_T_helper	0.0378992478233649	-0.111610198633032	0.197	0.258	1	Arid1b	NO	NS
CD4_T_helper	0.0379828952152745	-0.15581169270827	0.662	0.722	1	Psma7	NO	NS
CD4_T_helper	0.0379898806276251	-0.152554925570134	0.18	0.244	1	Zfp800	NO	NS
CD4_T_helper	0.0379952397870802	-0.237906667636371	0.152	0.206	1	Trim59	NO	NS
CD4_T_helper	0.0380386401438293	-0.127464191346702	0.078	0.121	1	Uckl1	NO	NS
CD4_T_helper	0.0381164186303645	-0.106827948704267	0.089	0.136	1	Brd3	NO	NS
CD4_T_helper	0.0382529226437399	-0.101846045352802	0.091	0.14	1	Dars	NO	NS
CD4_T_helper	0.0382710394528855	-0.173764676939183	0.15	0.203	1	Wipi2	NO	NS
CD4_T_helper	0.0382878917592933	-0.177610155611441	0.424	0.5	1	Usp25	NO	NS
CD4_T_helper	0.0384100325732324	-0.163530026371584	0.463	0.53	1	Spn	NO	NS
CD4_T_helper	0.0384615090232503	-0.151927252995337	0.266	0.333	1	Reep3	NO	NS
CD4_T_helper	0.0385982534780285	0.159426539495716	0.125	0.081	1	Ifi202b	NO	NS
CD4_T_helper	0.0387124272642062	0.208950358345455	0.38	0.339	1	Ndufs4	NO	NS
CD4_T_helper	0.0389040160708482	-0.133907851194416	0.161	0.218	1	Lrrc58	NO	NS
CD4_T_helper	0.0389972831002798	-0.102827564533517	0.097	0.146	1	D1Ertd622e	NO	NS
CD4_T_helper	0.0390637801063243	-0.107206936270939	0.097	0.144	1	Ubr3	NO	NS
CD4_T_helper	0.0390687294238071	-0.121118959495359	0.424	0.513	1	Wdr26	NO	NS
CD4_T_helper	0.0390740688070572	-0.149638255194398	0.263	0.331	1	Numa1	NO	NS
CD4_T_helper	0.0391901820808073	-0.133747375176849	0.197	0.258	1	Ttc7	NO	NS
CD4_T_helper	0.0393350632733054	0.20693637942327	0.199	0.15	1	Cd7	NO	NS
CD4_T_helper	0.0393588858293078	-0.110416528658766	0.249	0.32	1	Med13l	NO	NS
CD4_T_helper	0.0394498308208871	-0.140563655649015	0.233	0.294	1	Rbm7	NO	NS
CD4_T_helper	0.0395409985135885	-0.12493075569458	0.38	0.468	1	Sept9	NO	NS
CD4_T_helper	0.0395461986086211	0.225774349265557	0.463	0.417	1	Map2k3	NO	NS
CD4_T_helper	0.0396149141356407	-0.109236854264812	0.144	0.199	1	Chuk	NO	NS
CD4_T_helper	0.0397545573484449	-0.134406323837213	0.474	0.538	1	Capns1	NO	NS
CD4_T_helper	0.0401887864048064	-0.154802109343077	0.684	0.739	1	Arpc5	NO	NS
CD4_T_helper	0.0402284461040061	-0.119529595287132	0.241	0.305	1	Ergic2	NO	NS
CD4_T_helper	0.0402739633248219	-0.175065654518245	0.188	0.248	1	Gapvd1	NO	NS
CD4_T_helper	0.0403089039141139	-0.128730505414003	0.834	0.881	1	Gnai2	NO	NS
CD4_T_helper	0.0404100699688593	-0.149782561401322	0.166	0.225	1	Mob1b	NO	NS
CD4_T_helper	0.0406145386613195	-0.135635463095752	0.224	0.292	1	Ilkap	NO	NS
CD4_T_helper	0.0406242882293146	-0.165073994266575	0.241	0.305	1	Ufm1	NO	NS
CD4_T_helper	0.0406334767197321	-0.167487344610001	0.111	0.161	1	Irf8	NO	NS
CD4_T_helper	0.0407088653330874	0.157207563761204	0.435	0.403	1	Rasgrp1	NO	NS
CD4_T_helper	0.0408982473583147	-0.146116711619614	0.1	0.146	1	Slc25a25	NO	NS
CD4_T_helper	0.0409653848337518	-0.227965579774072	0.172	0.229	1	Rnf213	NO	NS
CD4_T_helper	0.04112867995357	-0.128382900787677	0.271	0.333	1	H2-M3	NO	NS
CD4_T_helper	0.0412158528048139	0.182408728369459	0.626	0.6	1	Pomp	NO	NS
CD4_T_helper	0.0412187423659579	0.100551553049996	0.936	0.945	1	Coro1a	NO	NS
CD4_T_helper	0.0414107938337122	-0.116442047382845	0.136	0.191	1	Med21	NO	NS
CD4_T_helper	0.0414776803573701	-0.116302183553867	0.127	0.182	1	Fcf1	NO	NS
CD4_T_helper	0.0415886921849948	-0.106202879376071	0.15	0.206	1	Lims1	NO	NS
CD4_T_helper	0.0415968190872676	-0.103008692794087	0.443	0.53	1	Bin2	NO	NS
CD4_T_helper	0.041607533853174	0.13868585325059	0.155	0.11	1	Timm22	NO	NS
CD4_T_helper	0.0417034062081729	-0.169388197073347	0.321	0.392	1	Inpp5d	NO	NS
CD4_T_helper	0.0419086790425852	-0.162936010056557	0.086	0.129	1	Abi2	NO	NS
CD4_T_helper	0.0420209418276686	-0.136283046033833	0.258	0.32	1	Fbxo33	NO	NS
CD4_T_helper	0.0423508400217441	0.185722574214151	0.211	0.163	1	Pdlim2	NO	NS
CD4_T_helper	0.0424928595732859	-0.125203348397592	0.609	0.714	1	Tmem50a	NO	NS
CD4_T_helper	0.042546490663995	-0.123332220106971	0.172	0.235	1	H2afx	NO	NS
CD4_T_helper	0.0425865487830592	-0.170425052608361	0.501	0.593	1	Tubb5	NO	NS
CD4_T_helper	0.0426295722191056	-0.156264510698868	0.432	0.511	1	Cdc42se2	NO	NS
CD4_T_helper	0.0427000193504227	0.108707251304215	0.814	0.794	1	Slc25a5	NO	NS
CD4_T_helper	0.0427216479282761	0.167325474096459	0.399	0.345	1	Ak2	NO	NS
CD4_T_helper	0.0430145271119938	-0.107983790255119	0.105	0.155	1	Mpzl3	NO	NS
CD4_T_helper	0.0430899575671842	-0.209328127936526	0.524	0.578	1	Tab2	NO	NS
CD4_T_helper	0.0431278988484017	-0.124464383588805	0.258	0.331	1	Mgat2	NO	NS
CD4_T_helper	0.0431986702408836	-0.119322075670776	0.139	0.191	1	Fam117b	NO	NS
CD4_T_helper	0.0434186788580887	-0.126287326398003	0.163	0.22	1	Smim19	NO	NS
CD4_T_helper	0.0434925599313982	-0.106368051248352	0.152	0.21	1	Krr1	NO	NS
CD4_T_helper	0.0435441207661792	-0.112503298803918	0.075	0.117	1	Hdac2	NO	NS
CD4_T_helper	0.0435447147566282	-0.174401448732416	0.424	0.5	1	Rexo2	NO	NS
CD4_T_helper	0.0438867903338062	-0.139138948016577	0.183	0.244	1	Uggt1	NO	NS
CD4_T_helper	0.0439345622266088	0.149573338554174	0.08	0.127	1	Serpinb1a	NO	NS
CD4_T_helper	0.0439679479973405	-0.130543400037994	0.917	0.945	1	Fus	NO	NS
CD4_T_helper	0.0439747554215229	-0.104199077634064	0.407	0.494	1	H2afv	NO	NS
CD4_T_helper	0.0440218334969696	-0.113665204615225	0.213	0.282	1	Msl2	NO	NS
CD4_T_helper	0.0440317387972341	-0.153392353120589	0.114	0.161	1	Psme3	NO	NS
CD4_T_helper	0.0441285341871096	0.178059387180417	0.593	0.542	1	Chd7	NO	NS
CD4_T_helper	0.0444008218017319	0.154533548475389	0.452	0.403	1	Gm11808	NO	NS
CD4_T_helper	0.0445892575586566	-0.100348591781886	0.917	0.956	1	Mbnl1	NO	NS
CD4_T_helper	0.0446155841593199	-0.128854914304663	0.191	0.252	1	Gtf2f1	NO	NS
CD4_T_helper	0.0446420841815622	-0.181549932177697	0.396	0.462	1	Slc4a7	NO	NS
CD4_T_helper	0.0447031102526925	-0.150004675634618	0.158	0.212	1	Syap1	NO	NS
CD4_T_helper	0.0447036133893392	-0.113169423320641	0.083	0.127	1	Dtl	NO	NS
CD4_T_helper	0.0449652300419384	0.14428069809304	0.518	0.475	1	Rilpl2	NO	NS
CD4_T_helper	0.0450355655782202	0.162930578154733	0.532	0.494	1	Slc25a4	NO	NS
CD4_T_helper	0.045043679058458	-0.192472543575489	0.554	0.621	1	Ssb	NO	NS
CD4_T_helper	0.0451212757089237	-0.15669118276074	0.208	0.267	1	Mapre2	NO	NS
CD4_T_helper	0.0451239125375658	-0.112907584403485	0.152	0.21	1	Golm1	NO	NS
CD4_T_helper	0.0451779562240483	-0.135559730250262	0.205	0.265	1	Ddx23	NO	NS
CD4_T_helper	0.0452251497675675	-0.123527385330682	0.213	0.273	1	Naa50	NO	NS
CD4_T_helper	0.0452763012598404	-0.115195197697178	0.529	0.61	1	Nap1l1	NO	NS
CD4_T_helper	0.0453901991000345	0.165838361787094	0.463	0.415	1	Aimp1	NO	NS
CD4_T_helper	0.0453940445455486	-0.141501499957972	0.615	0.697	1	Gnb1	NO	NS
CD4_T_helper	0.0456565552917411	-0.142227796256461	0.319	0.39	1	Mxd4	NO	NS
CD4_T_helper	0.0456756771486025	-0.143652236817663	0.086	0.129	1	1700097N02Rik	NO	NS
CD4_T_helper	0.0459888018988541	-0.133040804120658	0.202	0.258	1	Akt1	NO	NS
CD4_T_helper	0.0462462302362831	-0.14139807440575	0.078	0.119	1	Nbr1	NO	NS
CD4_T_helper	0.0463239428584409	0.128289681732011	0.194	0.142	1	Rpl10-ps3	NO	NS
CD4_T_helper	0.0463578256816919	-0.142321484454195	0.105	0.148	1	Ilf3	NO	NS
CD4_T_helper	0.0463623201516772	-0.11293124017915	0.069	0.11	1	Fbxl20	NO	NS
CD4_T_helper	0.0465631524964878	-0.140169495543694	0.169	0.225	1	Mapk14	NO	NS
CD4_T_helper	0.046691012121874	-0.178200739859386	0.518	0.604	1	Smap1	NO	NS
CD4_T_helper	0.0467947680031701	-0.150121087490649	0.136	0.186	1	Cep120	NO	NS
CD4_T_helper	0.046962231446454	-0.103786423769961	0.371	0.445	1	Rad21	NO	NS
CD4_T_helper	0.0470337133396626	-0.163029812288676	0.587	0.676	1	Gimap3	NO	NS
CD4_T_helper	0.0470874654210713	-0.178064784114122	0.222	0.28	1	Clcn3	NO	NS
CD4_T_helper	0.0471898207734509	0.197033196693315	0.266	0.214	1	Tnfaip8l2	NO	NS
CD4_T_helper	0.0472439019053722	-0.122525513654518	0.31	0.392	1	Csnk1g3	NO	NS
CD4_T_helper	0.0475041433253813	-0.121733781357465	0.172	0.233	1	Tsg101	NO	NS
CD4_T_helper	0.0475889861598544	-0.117539975848419	0.355	0.443	1	Psma6	NO	NS
CD4_T_helper	0.0476903606285404	-0.117349246223622	0.114	0.161	1	Rpl7l1	NO	NS
CD4_T_helper	0.0477095253806838	-0.152556005378891	0.299	0.375	1	Arfgef1	NO	NS
CD4_T_helper	0.0477399141738501	-0.147577153491103	0.194	0.25	1	Atxn7	NO	NS
CD4_T_helper	0.0477895341591645	-0.108803761984807	0.13	0.182	1	Mafk	NO	NS
CD4_T_helper	0.0478679876277422	-0.10643154120502	0.125	0.178	1	Cic	NO	NS
CD4_T_helper	0.0480324994415886	-0.139416360178828	0.307	0.377	1	Eny2	NO	NS
CD4_T_helper	0.0482073554239127	-0.100986856999548	0.36	0.43	1	Prex1	NO	NS
CD4_T_helper	0.0482591806909105	-0.162604157248874	0.147	0.201	1	Chchd10	NO	NS
CD4_T_helper	0.0483425342875364	0.168442120875179	0.166	0.121	1	Pim2	NO	NS
CD4_T_helper	0.0483769791528375	-0.130188870695484	0.075	0.117	1	Prc1	NO	NS
CD4_T_helper	0.0484024854178486	-0.133017711965994	0.399	0.466	1	Nfatc3	NO	NS
CD4_T_helper	0.0484394131152882	-0.10089231985616	0.795	0.862	1	H2afz	NO	NS
CD4_T_helper	0.0484618450489334	-0.156461122317445	0.166	0.218	1	Itpk1	NO	NS
CD4_T_helper	0.0490784855937542	-0.153750963025864	0.102	0.146	1	Edem2	NO	NS
CD4_T_helper	0.0492374109745619	-0.146009684902644	0.299	0.362	1	Mob4	NO	NS
CD4_T_helper	0.0492981810534928	-0.144176343964016	0.191	0.248	1	Jak3	NO	NS
CD4_T_helper	0.0495027146952392	-0.172123089750819	0.731	0.782	1	Hnrnpk	NO	NS
CD4_T_helper	0.0495493216403134	0.23688370466782	0.188	0.142	1	Lin54	NO	NS
CD4_T_helper	0.0496386744422274	-0.123657247310165	0.266	0.331	1	Nemf	NO	NS
CD4_T_helper	0.04985289704041	-0.113191810016555	0.094	0.138	1	Vamp7	NO	NS
CD4_T_helper	0.0499195674838329	-0.140233598785695	0.075	0.114	1	Vamp5	NO	NS
CD4_T_helper	0.0499924613996174	-0.148809889863896	0.476	0.557	1	Wac	NO	NS
CD4_T_helper	0.0499961506113022	-0.365076899525222	0.773	0.786	1	Id2	NO	NS
CD4_T_helper	0.0500449713037464	-0.104306726709009	0.213	0.273	1	Atp2a3	NO	NS
CD4_T_helper	0.0500814515385561	-0.116237544685735	0.155	0.206	1	Zdhhc5	NO	NS
CD4_T_helper	0.0501516822326118	-0.11234485691439	0.102	0.148	1	Vps16	NO	NS
CD4_T_helper	0.050251921646062	-0.158096405747313	0.404	0.485	1	Irf2	NO	NS
CD4_T_helper	0.0502601038984103	-0.115289961802735	0.368	0.43	1	Dhx15	NO	NS
CD4_T_helper	0.0502901733075391	-0.139042612859234	0.244	0.307	1	Man2b1	NO	NS
CD4_T_helper	0.0504750513347965	-0.166874726237662	0.155	0.21	1	Ncoa7	NO	NS
CD4_T_helper	0.0507108834321011	-0.126829672795441	0.449	0.542	1	Pcna	NO	NS
CD4_T_helper	0.0507999906573268	-0.105773948157716	0.219	0.28	1	Aph1a	NO	NS
CD4_T_helper	0.050844513941283	-0.116742236289862	0.194	0.254	1	Ttc5	NO	NS
CD4_T_helper	0.0509176159284752	-0.107050560114818	0.075	0.114	1	Rabl6	NO	NS
CD4_T_helper	0.0511873720291544	-0.14200363194166	0.391	0.479	1	G3bp2	NO	NS
CD4_T_helper	0.051354079763605	-0.155038559436887	0.202	0.263	1	Usp47	NO	NS
CD4_T_helper	0.0514387954036441	-0.147414227181458	0.302	0.364	1	Arl2bp	NO	NS
CD4_T_helper	0.0516845775997091	-0.110955892428743	0.332	0.413	1	Ccni	NO	NS
CD4_T_helper	0.0518712409916957	-0.138491481722681	0.421	0.489	1	Tsc22d3	NO	NS
CD4_T_helper	0.0520254453749619	-0.144128157895003	0.078	0.117	1	Zdhhc21	NO	NS
CD4_T_helper	0.0521069407684879	-0.163041125133547	0.247	0.305	1	Ctsz	NO	NS
CD4_T_helper	0.0522483945356555	-0.110932952361045	0.233	0.299	1	Ensa	NO	NS
CD4_T_helper	0.0523229173967133	0.144320553436577	0.56	0.517	1	Sh2d2a	NO	NS
CD4_T_helper	0.052709995772755	-0.10771434046724	0.222	0.28	1	Dpysl2	NO	NS
CD4_T_helper	0.0528351088106028	-0.120371271333844	0.277	0.345	1	Rab11a	NO	NS
CD4_T_helper	0.0528444995148238	-0.108577681333211	0.097	0.14	1	Pdrg1	NO	NS
CD4_T_helper	0.0532453523287574	-0.13211502029312	0.102	0.148	1	Mcrs1	NO	NS
CD4_T_helper	0.0532650179532227	-0.125383083505993	0.529	0.604	1	Utrn	NO	NS
CD4_T_helper	0.0534045175628225	-0.167176298920926	0.873	0.886	1	Trac	NO	NS
CD4_T_helper	0.0535182478054337	-0.100030889335875	0.202	0.261	1	Trabd	NO	NS
CD4_T_helper	0.0535960742666602	-0.140125383278508	0.496	0.585	1	Chmp2a	NO	NS
CD4_T_helper	0.0536107694845329	-0.180933759939664	0.499	0.561	1	1810026B05Rik	NO	NS
CD4_T_helper	0.0537550010068861	-0.149553293364757	0.152	0.199	1	Aven	NO	NS
CD4_T_helper	0.0540161336313143	-0.116358969175742	0.097	0.14	1	Mospd3	NO	NS
CD4_T_helper	0.054039056089528	-0.100409117044455	0.066	0.104	1	Zfp260	NO	NS
CD4_T_helper	0.0541229661414612	0.317704909025203	0.235	0.189	1	Abcb1b	NO	NS
CD4_T_helper	0.0544078595581314	0.237446143170088	0.524	0.502	1	Pgam1	NO	NS
CD4_T_helper	0.0544343994650946	-0.100219522986952	0.235	0.301	1	Cul1	NO	NS
CD4_T_helper	0.0545603230435936	-0.141765304450865	0.183	0.237	1	Uap1	NO	NS
CD4_T_helper	0.0546735536292068	-0.114173917281135	0.144	0.197	1	Pwwp2a	NO	NS
CD4_T_helper	0.0547675734877678	-0.180806558299015	0.936	0.924	1	Ets1	NO	NS
CD4_T_helper	0.0547717111376644	-0.174844565576225	0.255	0.316	1	Cpd	NO	NS
CD4_T_helper	0.0548692544590403	-0.118916580741741	0.133	0.186	1	Spata6	NO	NS
CD4_T_helper	0.0548956931207478	-0.132264200627116	0.67	0.729	1	Eif5	NO	NS
CD4_T_helper	0.0554190420877814	-0.158308330345131	0.108	0.153	1	Zbtb44	NO	NS
CD4_T_helper	0.0554406175517168	-0.102054012085017	0.111	0.157	1	Map3k4	NO	NS
CD4_T_helper	0.0555122285563038	-0.250074633208993	0.111	0.155	1	Gbp5	NO	NS
CD4_T_helper	0.0555946846689121	-0.106807780573905	0.194	0.256	1	Lamtor3	NO	NS
CD4_T_helper	0.0557430447173818	0.174173271612692	0.723	0.744	1	Ndufa6	NO	NS
CD4_T_helper	0.0558865758138448	-0.130317901052321	0.211	0.269	1	Asap1	NO	NS
CD4_T_helper	0.0559648650369531	-0.152382763085729	0.363	0.426	1	Csk	NO	NS
CD4_T_helper	0.0560869211130915	-0.111122333145055	0.144	0.195	1	Brd7	NO	NS
CD4_T_helper	0.0561996187789569	-0.103023767342852	0.133	0.184	1	Manbal	NO	NS
CD4_T_helper	0.0563526016214926	0.189308357806568	0.252	0.203	1	Sntb2	NO	NS
CD4_T_helper	0.0565082650310696	-0.17274321090533	0.15	0.195	1	Rcor1	NO	NS
CD4_T_helper	0.0565722692853055	0.164562438811625	0.632	0.612	1	Atp6v0e	NO	NS
CD4_T_helper	0.0568754039340196	-0.117401238455464	0.23	0.288	1	Akap8	NO	NS
CD4_T_helper	0.05699843678011	-0.126169837921338	0.33	0.4	1	Adipor1	NO	NS
CD4_T_helper	0.057295964195299	0.145333051768303	0.191	0.144	1	Tmem147	NO	NS
CD4_T_helper	0.0573400009044046	-0.219402621063075	0.435	0.496	1	Nrd1	NO	NS
CD4_T_helper	0.0574406779330481	-0.109802042904606	0.798	0.828	1	Rgs1	NO	NS
CD4_T_helper	0.0579653669443608	-0.111203323212057	0.183	0.233	1	Szrd1	NO	NS
CD4_T_helper	0.058578501649527	-0.126639242895073	0.357	0.436	1	Ypel3	NO	NS
CD4_T_helper	0.0587386778241685	-0.108065171228811	0.892	0.922	1	Ncl	NO	NS
CD4_T_helper	0.0591848881675157	-0.144532082055811	0.288	0.343	1	Acap1	NO	NS
CD4_T_helper	0.0592502309801353	-0.116385546645665	0.277	0.341	1	Mrpl20	NO	NS
CD4_T_helper	0.059793249584993	-0.150922917109433	0.31	0.375	1	Rab11b	NO	NS
CD4_T_helper	0.0598358390152438	-0.143482558126541	0.197	0.25	1	Hint3	NO	NS
CD4_T_helper	0.0600943223345054	-0.109235158911608	0.388	0.47	1	Sipa1l1	NO	NS
CD4_T_helper	0.0603119839334701	-0.336668041050599	0.161	0.208	1	Il1rl1	NO	NS
CD4_T_helper	0.0603552528985858	-0.147534854031778	0.388	0.453	1	Mllt3	NO	NS
CD4_T_helper	0.0605247377662812	0.127039073804681	0.249	0.197	1	Bscl2	NO	NS
CD4_T_helper	0.0608668159682041	0.114955181694941	0.839	0.828	1	Sem1	NO	NS
CD4_T_helper	0.0609109739258213	-0.148697955095466	0.457	0.536	1	Cdk12	NO	NS
CD4_T_helper	0.0609807456780547	-0.129345206368209	0.291	0.358	1	Uba1	NO	NS
CD4_T_helper	0.061019325282691	0.160330255308441	0.751	0.712	1	2410006H16Rik	NO	NS
CD4_T_helper	0.0610736030822232	0.142942469530839	0.15	0.108	1	Nit1	NO	NS
CD4_T_helper	0.0611142587007842	-0.105462386053339	0.147	0.197	1	Thap3	NO	NS
CD4_T_helper	0.0611263699168126	-0.129927625817348	0.324	0.392	1	Lmnb1	NO	NS
CD4_T_helper	0.0612203664361778	0.158696505153099	0.634	0.631	1	Nol7	NO	NS
CD4_T_helper	0.0613250195110931	-0.127782357633351	0.139	0.182	1	Map7d1	NO	NS
CD4_T_helper	0.0614588828802491	-0.117264790285245	0.075	0.112	1	Pfkfb3	NO	NS
CD4_T_helper	0.0614801564986986	0.15307964467479	0.235	0.189	1	Btbd1	NO	NS
CD4_T_helper	0.0615950140014339	-0.115765215877403	0.111	0.157	1	Prdx4	NO	NS
CD4_T_helper	0.0616051696986537	-0.113915308893487	0.139	0.189	1	Dtnbp1	NO	NS
CD4_T_helper	0.0620700389097279	-0.107019790244633	0.091	0.133	1	D5Ertd579e	NO	NS
CD4_T_helper	0.0622547029665671	-0.155179756661051	0.274	0.328	1	Dock11	NO	NS
CD4_T_helper	0.0622702433577893	-0.185329965009069	0.446	0.515	1	Cflar	NO	NS
CD4_T_helper	0.0625494384605188	-0.114792403546364	0.496	0.574	1	Drap1	NO	NS
CD4_T_helper	0.0629390615370264	-0.139620944486174	0.116	0.159	1	Atp2c1	NO	NS
CD4_T_helper	0.0630748101822533	-0.127378129694837	0.116	0.163	1	Gpr65	NO	NS
CD4_T_helper	0.0631891440034785	0.111814608889314	0.629	0.606	1	Anxa6	NO	NS
CD4_T_helper	0.0633606690230107	-0.151174088457913	0.169	0.216	1	Trim24	NO	NS
CD4_T_helper	0.063452954707807	-0.139821082039577	0.116	0.161	1	Zmym2	NO	NS
CD4_T_helper	0.063814494831543	-0.113121474139938	0.211	0.269	1	Klf3	NO	NS
CD4_T_helper	0.0640511197314955	-0.142426386796766	0.288	0.35	1	Etfb	NO	NS
CD4_T_helper	0.0640974351663229	-0.107132900494968	0.175	0.225	1	Sptlc2	NO	NS
CD4_T_helper	0.0643055799830522	0.101268404687988	0.141	0.102	1	Nbeal2	NO	NS
CD4_T_helper	0.0643265161786877	-0.105211824189839	0.097	0.138	1	Mrpl19	NO	NS
CD4_T_helper	0.0643416041979085	-0.116847314695926	0.191	0.248	1	Crebzf	NO	NS
CD4_T_helper	0.0643856359240246	0.204622537443638	0.227	0.186	1	Sema4a	NO	NS
CD4_T_helper	0.0644622778017002	-0.156960000524682	0.452	0.517	1	Zfp292	NO	NS
CD4_T_helper	0.0649951785498467	-0.12328515898728	0.224	0.28	1	Rbm6	NO	NS
CD4_T_helper	0.0652323251078678	-0.211627158519381	0.368	0.428	1	Akap9	NO	NS
CD4_T_helper	0.0653258361203131	0.154032112838638	0.23	0.182	1	Smim3	NO	NS
CD4_T_helper	0.0654094067706518	-0.196451750605792	0.59	0.636	1	Cd6	NO	NS
CD4_T_helper	0.0661319947183871	-0.139704641560739	0.205	0.261	1	Ahctf1	NO	NS
CD4_T_helper	0.0664383605771738	-0.111316680005058	0.105	0.146	1	Lemd2	NO	NS
CD4_T_helper	0.0668417210792861	-0.139159374078908	0.147	0.193	1	Gtf3c1	NO	NS
CD4_T_helper	0.0671715558398031	-0.10034712601567	0.094	0.136	1	Gtf2a1	NO	NS
CD4_T_helper	0.0672450600263122	-0.125141586737325	0.391	0.464	1	Fam133b	NO	NS
CD4_T_helper	0.0673286968073201	-0.128139862873522	0.086	0.125	1	Fam111a	NO	NS
CD4_T_helper	0.0674760146750431	-0.116817580601589	0.127	0.169	1	Fam92a	NO	NS
CD4_T_helper	0.0675033964598918	-0.120721890763228	0.116	0.157	1	Secisbp2	NO	NS
CD4_T_helper	0.0677570777588831	0.167367707469556	0.679	0.68	1	Cox17	NO	NS
CD4_T_helper	0.0678168253257273	-0.123274420042279	0.233	0.294	1	Dennd1c	NO	NS
CD4_T_helper	0.0683482132185089	-0.206319909959751	0.438	0.487	1	Ccdc88c	NO	NS
CD4_T_helper	0.068366136825244	-0.161772531438411	0.28	0.343	1	Phyh	NO	NS
CD4_T_helper	0.0685641602636967	0.103663669736762	0.939	0.951	1	Rbm3	NO	NS
CD4_T_helper	0.0685903251815283	-0.129258975647489	0.44	0.5	1	Rbms1	NO	NS
CD4_T_helper	0.0690763802144958	-0.161883554147201	0.23	0.286	1	Usp1	NO	NS
CD4_T_helper	0.0691929351382377	-0.106250146480051	0.114	0.157	1	Srsf4	NO	NS
CD4_T_helper	0.0694618565660708	-0.151136522923348	0.283	0.343	1	Rc3h1	NO	NS
CD4_T_helper	0.0697014130588701	-0.122396133119001	0.244	0.303	1	Rap2c	NO	NS
CD4_T_helper	0.0715225364654049	0.112800376580766	0.363	0.305	1	Igbp1	NO	NS
